index	Ontology	GO id	GO term	value	pval	qval
6844	BP	GO:0070933	histone H4 deacetylation	1	1.0	1.0
6845	BP	GO:0048807	female genitalia morphogenesis	2	1.0	1.0
6846	BP	GO:0002270	plasmacytoid dendritic cell activation	1	1.0	1.0
6847	BP	GO:0010800	positive regulation of peptidyl-threonine phosphorylation	14	1.0	1.0
6848	BP	GO:0033861	negative regulation of NAD(P)H oxidase activity	2	1.0	1.0
6849	BP	GO:2000733	regulation of glial cell-derived neurotrophic factor receptor signaling pathway involved in ureteric bud formation	1	1.0	1.0
6850	BP	GO:0050974	detection of mechanical stimulus involved in sensory perception	11	1.0	1.0
6851	BP	GO:2000726	negative regulation of cardiac muscle cell differentiation	3	1.0	1.0
6852	BP	GO:0050912	detection of chemical stimulus involved in sensory perception of taste	10	1.0	1.0
6853	BP	GO:0002719	negative regulation of cytokine production involved in immune response	13	1.0	1.0
6854	BP	GO:1901992	positive regulation of mitotic cell cycle phase transition	37	1.0	1.0
6855	BP	GO:0090199	regulation of release of cytochrome c from mitochondria	30	1.0	1.0
6856	BP	GO:0032072	regulation of restriction endodeoxyribonuclease activity	1	1.0	1.0
6857	BP	GO:2000322	regulation of glucocorticoid receptor signaling pathway	6	1.0	1.0
6858	BP	GO:0032915	positive regulation of transforming growth factor beta2 production	2	1.0	1.0
6859	BP	GO:0060601	lateral sprouting from an epithelium	2	1.0	1.0
6860	BP	GO:0036149	phosphatidylinositol acyl-chain remodeling	1	1.0	1.0
6861	BP	GO:1902997	negative regulation of neurofibrillary tangle assembly	1	1.0	1.0
6862	BP	GO:0007196	adenylate cyclase-inhibiting G protein-coupled glutamate receptor signaling pathway	1	1.0	1.0
6863	BP	GO:0071826	ribonucleoprotein complex subunit organization	116	1.0	1.0
6864	BP	GO:0060478	acrosomal vesicle exocytosis	3	1.0	1.0
6865	BP	GO:0007320	insemination	2	1.0	1.0
6866	BP	GO:0071621	granulocyte chemotaxis	33	1.0	1.0
6867	BP	GO:0046189	phenol-containing compound biosynthetic process	12	1.0	1.0
6868	BP	GO:1904100	positive regulation of protein O-linked glycosylation	1	1.0	1.0
6869	BP	GO:0010982	regulation of high-density lipoprotein particle clearance	1	1.0	1.0
6870	BP	GO:1900117	regulation of execution phase of apoptosis	6	1.0	1.0
6871	BP	GO:0061015	snRNA import into nucleus	1	1.0	1.0
6872	BP	GO:0050847	progesterone receptor signaling pathway	6	1.0	1.0
6873	BP	GO:0000454	snoRNA guided rRNA pseudouridine synthesis	2	1.0	1.0
6874	BP	GO:0007164	establishment of tissue polarity	7	1.0	1.0
6875	BP	GO:0043484	regulation of RNA splicing	100	1.0	1.0
6876	BP	GO:0090598	male anatomical structure morphogenesis	2	1.0	1.0
6877	BP	GO:0002467	germinal center formation	3	1.0	1.0
6878	BP	GO:0071484	cellular response to light intensity	2	1.0	1.0
6879	BP	GO:0000354	cis assembly of pre-catalytic spliceosome	1	1.0	1.0
6880	BP	GO:0048490	anterograde synaptic vesicle transport	8	1.0	1.0
6881	BP	GO:0034473	U1 snRNA 3'-end processing	2	1.0	1.0
6882	BP	GO:0019441	tryptophan catabolic process to kynurenine	4	1.0	1.0
6883	BP	GO:0002091	negative regulation of receptor internalization	8	1.0	1.0
6884	BP	GO:0051650	establishment of vesicle localization	46	1.0	1.0
6885	BP	GO:0006518	peptide metabolic process	140	1.0	1.0
6886	BP	GO:0051238	sequestering of metal ion	8	1.0	1.0
6887	BP	GO:0046470	phosphatidylcholine metabolic process	27	1.0	1.0
6888	BP	GO:0035787	cell migration involved in kidney development	1	1.0	1.0
6889	BP	GO:0044065	regulation of respiratory system process	6	1.0	1.0
6890	BP	GO:0071305	cellular response to vitamin D	4	1.0	1.0
6891	BP	GO:0031062	positive regulation of histone methylation	17	1.0	1.0
6892	BP	GO:0098838	folate transmembrane transport	2	1.0	1.0
6893	BP	GO:0035435	phosphate ion transmembrane transport	3	1.0	1.0
6894	BP	GO:0061036	positive regulation of cartilage development	9	1.0	1.0
6895	BP	GO:1902004	positive regulation of amyloid-beta formation	7	1.0	1.0
6896	BP	GO:0061573	actin filament bundle retrograde transport	1	1.0	1.0
6897	BP	GO:2000744	positive regulation of anterior head development	1	1.0	1.0
6898	BP	GO:0009135	purine nucleoside diphosphate metabolic process	24	1.0	1.0
6899	BP	GO:0036148	phosphatidylglycerol acyl-chain remodeling	1	1.0	1.0
6900	BP	GO:1905450	negative regulation of Fc-gamma receptor signaling pathway involved in phagocytosis	2	1.0	1.0
6901	BP	GO:0048149	behavioral response to ethanol	3	1.0	1.0
6902	BP	GO:1990108	protein linear deubiquitination	2	1.0	1.0
6903	BP	GO:0086015	SA node cell action potential	2	1.0	1.0
6904	BP	GO:0032497	detection of lipopolysaccharide	1	1.0	1.0
6905	BP	GO:0010615	positive regulation of cardiac muscle adaptation	1	1.0	1.0
6906	BP	GO:0150020	basal dendrite arborization	1	1.0	1.0
6907	BP	GO:0006308	DNA catabolic process	8	1.0	1.0
6908	BP	GO:0003309	type B pancreatic cell differentiation	2	1.0	1.0
6909	BP	GO:0006700	C21-steroid hormone biosynthetic process	4	1.0	1.0
6910	BP	GO:0042058	regulation of epidermal growth factor receptor signaling pathway	40	1.0	1.0
6911	BP	GO:0002832	negative regulation of response to biotic stimulus	46	1.0	1.0
6912	BP	GO:0034393	positive regulation of smooth muscle cell apoptotic process	6	1.0	1.0
6913	BP	GO:0071847	TNFSF11-mediated signaling pathway	3	1.0	1.0
6914	BP	GO:0032488	Cdc42 protein signal transduction	5	1.0	1.0
6915	BP	GO:0015014	heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process	1	1.0	1.0
6916	BP	GO:1903774	positive regulation of viral budding via host ESCRT complex	3	1.0	1.0
6917	BP	GO:0051590	positive regulation of neurotransmitter transport	9	1.0	1.0
6918	BP	GO:0014745	negative regulation of muscle adaptation	8	1.0	1.0
6919	BP	GO:0042509	regulation of tyrosine phosphorylation of STAT protein	29	1.0	1.0
6920	BP	GO:0043302	positive regulation of leukocyte degranulation	12	1.0	1.0
6921	BP	GO:0000493	box H/ACA snoRNP assembly	2	1.0	1.0
6922	BP	GO:0006235	dTTP biosynthetic process	1	1.0	1.0
6923	BP	GO:0060346	bone trabecula formation	3	1.0	1.0
6924	BP	GO:1900746	regulation of vascular endothelial growth factor signaling pathway	11	1.0	1.0
6925	BP	GO:0051124	synaptic assembly at neuromuscular junction	1	1.0	1.0
6926	BP	GO:0000212	meiotic spindle organization	4	1.0	1.0
6927	BP	GO:0090234	regulation of kinetochore assembly	2	1.0	1.0
6928	BP	GO:0090063	positive regulation of microtubule nucleation	3	1.0	1.0
6929	BP	GO:0010481	epidermal cell division	1	1.0	1.0
6930	BP	GO:0015810	aspartate transmembrane transport	2	1.0	1.0
6931	BP	GO:0061117	negative regulation of heart growth	10	1.0	1.0
6932	BP	GO:0050975	sensory perception of touch	2	1.0	1.0
6933	BP	GO:0006244	pyrimidine nucleotide catabolic process	8	1.0	1.0
6934	BP	GO:0071910	determination of liver left/right asymmetry	1	1.0	1.0
6935	BP	GO:0030510	regulation of BMP signaling pathway	34	1.0	1.0
6936	BP	GO:0005989	lactose biosynthetic process	1	1.0	1.0
6937	BP	GO:0036015	response to interleukin-3	1	1.0	1.0
6938	BP	GO:0046055	dGMP catabolic process	4	1.0	1.0
6939	BP	GO:0060992	response to fungicide	3	1.0	1.0
6940	BP	GO:1902954	regulation of early endosome to recycling endosome transport	1	1.0	1.0
6941	BP	GO:0034764	positive regulation of transmembrane transport	104	1.0	1.0
6942	BP	GO:0006559	L-phenylalanine catabolic process	5	1.0	1.0
6943	BP	GO:0035729	cellular response to hepatocyte growth factor stimulus	7	1.0	1.0
6944	BP	GO:0036462	TRAIL-activated apoptotic signaling pathway	4	1.0	1.0
6945	BP	GO:0017148	negative regulation of translation	57	1.0	1.0
6946	BP	GO:0048024	regulation of mRNA splicing, via spliceosome	71	1.0	1.0
6947	BP	GO:0030329	prenylcysteine metabolic process	1	1.0	1.0
6948	BP	GO:0035750	protein localization to myelin sheath abaxonal region	1	1.0	1.0
6949	BP	GO:0002747	antigen processing and presentation following phagocytosis	1	1.0	1.0
6950	BP	GO:0043491	protein kinase B signaling	15	1.0	1.0
6951	BP	GO:0018215	protein phosphopantetheinylation	1	1.0	1.0
6952	BP	GO:0030520	intracellular estrogen receptor signaling pathway	9	1.0	1.0
6953	BP	GO:0038107	nodal signaling pathway involved in determination of left/right asymmetry	2	1.0	1.0
6954	BP	GO:0044345	stromal-epithelial cell signaling involved in prostate gland development	1	1.0	1.0
6955	BP	GO:0043922	negative regulation by host of viral transcription	7	1.0	1.0
6956	BP	GO:0014061	regulation of norepinephrine secretion	5	1.0	1.0
6957	BP	GO:1903412	response to bile acid	2	1.0	1.0
6958	BP	GO:0070988	demethylation	17	1.0	1.0
6959	BP	GO:0034030	ribonucleoside bisphosphate biosynthetic process	26	1.0	1.0
6960	BP	GO:1902949	positive regulation of tau-protein kinase activity	2	1.0	1.0
6961	BP	GO:0048548	regulation of pinocytosis	7	1.0	1.0
6962	BP	GO:0060165	regulation of timing of subpallium neuron differentiation	1	1.0	1.0
6963	BP	GO:0036116	long-chain fatty-acyl-CoA catabolic process	1	1.0	1.0
6964	BP	GO:1905150	regulation of voltage-gated sodium channel activity	5	1.0	1.0
6965	BP	GO:1901750	leukotriene D4 biosynthetic process	3	1.0	1.0
6966	BP	GO:1990428	miRNA transport	1	1.0	1.0
6967	BP	GO:0071599	otic vesicle development	4	1.0	1.0
6968	BP	GO:0010761	fibroblast migration	7	1.0	1.0
6969	BP	GO:0034349	glial cell apoptotic process	4	1.0	1.0
6970	BP	GO:0050920	regulation of chemotaxis	91	1.0	1.0
6971	BP	GO:0007215	glutamate receptor signaling pathway	13	1.0	1.0
6972	BP	GO:0018196	peptidyl-asparagine modification	11	1.0	1.0
6973	BP	GO:0015986	ATP synthesis coupled proton transport	12	1.0	1.0
6974	BP	GO:1904748	regulation of apoptotic process involved in development	5	1.0	1.0
6975	BP	GO:1900094	regulation of transcription from RNA polymerase II promoter involved in determination of left/right symmetry	2	1.0	1.0
6976	BP	GO:0080184	response to phenylpropanoid	1	1.0	1.0
6977	BP	GO:0044272	sulfur compound biosynthetic process	54	1.0	1.0
6978	BP	GO:0042110	T cell activation	90	1.0	1.0
6979	BP	GO:0030222	eosinophil differentiation	1	1.0	1.0
6980	BP	GO:1902230	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage	17	1.0	1.0
6981	BP	GO:0006220	pyrimidine nucleotide metabolic process	23	1.0	1.0
6982	BP	GO:0045141	meiotic telomere clustering	6	1.0	1.0
6983	BP	GO:0030534	adult behavior	49	1.0	1.0
6984	BP	GO:0003336	corneocyte desquamation	1	1.0	1.0
6985	BP	GO:0042116	macrophage activation	24	1.0	1.0
6986	BP	GO:0071415	cellular response to purine-containing compound	5	1.0	1.0
6987	BP	GO:0050658	RNA transport	76	1.0	1.0
6988	BP	GO:1903311	regulation of mRNA metabolic process	145	1.0	1.0
6989	BP	GO:0006068	ethanol catabolic process	4	1.0	1.0
6990	BP	GO:0032695	negative regulation of interleukin-12 production	6	1.0	1.0
6991	BP	GO:0095500	acetylcholine receptor signaling pathway	9	1.0	1.0
6992	BP	GO:0006551	leucine metabolic process	3	1.0	1.0
6993	BP	GO:0032786	positive regulation of DNA-templated transcription, elongation	12	1.0	1.0
6994	BP	GO:0046900	tetrahydrofolylpolyglutamate metabolic process	1	1.0	1.0
6995	BP	GO:0007343	egg activation	1	1.0	1.0
6996	BP	GO:1904150	negative regulation of microglial cell mediated cytotoxicity	1	1.0	1.0
6997	BP	GO:0019682	glyceraldehyde-3-phosphate metabolic process	1	1.0	1.0
6998	BP	GO:0007141	male meiosis I	15	1.0	1.0
6999	BP	GO:0051296	establishment of meiotic spindle orientation	1	1.0	1.0
7000	BP	GO:0050858	negative regulation of antigen receptor-mediated signaling pathway	15	1.0	1.0
7001	BP	GO:0045056	transcytosis	14	1.0	1.0
7002	BP	GO:0003256	regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation	2	1.0	1.0
7003	BP	GO:1903645	negative regulation of chaperone-mediated protein folding	1	1.0	1.0
7004	BP	GO:2000079	regulation of canonical Wnt signaling pathway involved in controlling type B pancreatic cell proliferation	1	1.0	1.0
7005	BP	GO:0043315	positive regulation of neutrophil degranulation	3	1.0	1.0
7006	BP	GO:0038034	signal transduction in absence of ligand	15	1.0	1.0
7007	BP	GO:0043435	response to corticotropin-releasing hormone	3	1.0	1.0
7008	BP	GO:1902358	sulfate transmembrane transport	6	1.0	1.0
7009	BP	GO:0035262	gonad morphogenesis	2	1.0	1.0
7010	BP	GO:0035865	cellular response to potassium ion	2	1.0	1.0
7011	BP	GO:2000847	negative regulation of corticosteroid hormone secretion	2	1.0	1.0
7012	BP	GO:0044524	protein sulfhydration	1	1.0	1.0
7013	BP	GO:0006612	protein targeting to membrane	46	1.0	1.0
7014	BP	GO:2000298	regulation of Rho-dependent protein serine/threonine kinase activity	1	1.0	1.0
7015	BP	GO:0032644	regulation of fractalkine production	1	1.0	1.0
7016	BP	GO:1903524	positive regulation of blood circulation	13	1.0	1.0
7017	BP	GO:0019375	galactolipid biosynthetic process	1	1.0	1.0
7018	BP	GO:0032429	regulation of phospholipase A2 activity	2	1.0	1.0
7019	BP	GO:1900924	negative regulation of glycine import across plasma membrane	1	1.0	1.0
7020	BP	GO:0097695	establishment of protein-containing complex localization to telomere	1	1.0	1.0
7021	BP	GO:0061450	trophoblast cell migration	1	1.0	1.0
7022	BP	GO:0031442	positive regulation of mRNA 3'-end processing	5	1.0	1.0
7023	BP	GO:0045191	regulation of isotype switching	19	1.0	1.0
7024	BP	GO:0030854	positive regulation of granulocyte differentiation	2	1.0	1.0
7025	BP	GO:1900101	regulation of endoplasmic reticulum unfolded protein response	18	1.0	1.0
7026	BP	GO:1903427	negative regulation of reactive oxygen species biosynthetic process	9	1.0	1.0
7027	BP	GO:0043200	response to amino acid	49	1.0	1.0
7028	BP	GO:2001124	regulation of translational frameshifting	1	1.0	1.0
7029	BP	GO:0006924	activation-induced cell death of T cells	2	1.0	1.0
7030	BP	GO:0010821	regulation of mitochondrion organization	67	1.0	1.0
7031	BP	GO:0007200	phospholipase C-activating G protein-coupled receptor signaling pathway	18	1.0	1.0
7032	BP	GO:0046173	polyol biosynthetic process	17	1.0	1.0
7033	BP	GO:0007005	mitochondrion organization	145	1.0	1.0
7034	BP	GO:0002282	microglial cell activation involved in immune response	3	1.0	1.0
7035	BP	GO:1902232	regulation of positive thymic T cell selection	2	1.0	1.0
7036	BP	GO:1900035	negative regulation of cellular response to heat	1	1.0	1.0
7037	BP	GO:1901890	positive regulation of cell junction assembly	38	1.0	1.0
7038	BP	GO:0060333	interferon-gamma-mediated signaling pathway	5	1.0	1.0
7039	BP	GO:0006581	acetylcholine catabolic process	1	1.0	1.0
7040	BP	GO:0007223	Wnt signaling pathway, calcium modulating pathway	3	1.0	1.0
7041	BP	GO:0021516	dorsal spinal cord development	3	1.0	1.0
7042	BP	GO:0002495	antigen processing and presentation of peptide antigen via MHC class II	9	1.0	1.0
7043	BP	GO:0033327	Leydig cell differentiation	6	1.0	1.0
7044	BP	GO:0031400	negative regulation of protein modification process	252	1.0	1.0
7045	BP	GO:0007254	JNK cascade	17	1.0	1.0
7046	BP	GO:0009180	purine ribonucleoside diphosphate biosynthetic process	1	1.0	1.0
7047	BP	GO:0086005	ventricular cardiac muscle cell action potential	8	1.0	1.0
7048	BP	GO:0046877	regulation of saliva secretion	5	1.0	1.0
7049	BP	GO:0001922	B-1 B cell homeostasis	3	1.0	1.0
7050	BP	GO:0061217	regulation of mesonephros development	3	1.0	1.0
7051	BP	GO:0006535	cysteine biosynthetic process from serine	2	1.0	1.0
7052	BP	GO:0046639	negative regulation of alpha-beta T cell differentiation	11	1.0	1.0
7053	BP	GO:2000319	regulation of T-helper 17 cell differentiation	7	1.0	1.0
7054	BP	GO:0043382	positive regulation of memory T cell differentiation	2	1.0	1.0
7055	BP	GO:0009249	protein lipoylation	2	1.0	1.0
7056	BP	GO:0046601	positive regulation of centriole replication	4	1.0	1.0
7057	BP	GO:0106091	glial cell projection elongation	2	1.0	1.0
7058	BP	GO:0071380	cellular response to prostaglandin E stimulus	6	1.0	1.0
7059	BP	GO:0010991	negative regulation of SMAD protein complex assembly	2	1.0	1.0
7060	BP	GO:0065002	intracellular protein transmembrane transport	22	1.0	1.0
7061	BP	GO:1904960	positive regulation of cytochrome-c oxidase activity	1	1.0	1.0
7062	BP	GO:0034213	quinolinate catabolic process	1	1.0	1.0
7063	BP	GO:0007634	optokinetic behavior	2	1.0	1.0
7064	BP	GO:0036257	multivesicular body organization	27	1.0	1.0
7065	BP	GO:0099630	postsynaptic neurotransmitter receptor cycle	1	1.0	1.0
7066	BP	GO:2000594	positive regulation of metanephric DCT cell differentiation	1	1.0	1.0
7067	BP	GO:0061436	establishment of skin barrier	11	1.0	1.0
7068	BP	GO:2001032	regulation of double-strand break repair via nonhomologous end joining	16	1.0	1.0
7069	BP	GO:0009069	serine family amino acid metabolic process	16	1.0	1.0
7070	BP	GO:0048793	pronephros development	4	1.0	1.0
7071	BP	GO:0033084	regulation of immature T cell proliferation in thymus	2	1.0	1.0
7072	BP	GO:0051728	cell cycle switching, mitotic to meiotic cell cycle	1	1.0	1.0
7073	BP	GO:0046337	phosphatidylethanolamine metabolic process	14	1.0	1.0
7074	BP	GO:0039536	negative regulation of RIG-I signaling pathway	5	1.0	1.0
7075	BP	GO:0035588	G protein-coupled purinergic receptor signaling pathway	2	1.0	1.0
7076	BP	GO:0090162	establishment of epithelial cell polarity	13	1.0	1.0
7077	BP	GO:0060976	coronary vasculature development	11	1.0	1.0
7078	BP	GO:0000209	protein polyubiquitination	125	1.0	1.0
7079	BP	GO:0009756	carbohydrate mediated signaling	2	1.0	1.0
7080	BP	GO:0038189	neuropilin signaling pathway	3	1.0	1.0
7081	BP	GO:0017145	stem cell division	8	1.0	1.0
7082	BP	GO:0010976	positive regulation of neuron projection development	72	1.0	1.0
7083	BP	GO:1905523	positive regulation of macrophage migration	11	1.0	1.0
7084	BP	GO:0032536	regulation of cell projection size	4	1.0	1.0
7085	BP	GO:0052652	cyclic purine nucleotide metabolic process	5	1.0	1.0
7086	BP	GO:0007619	courtship behavior	2	1.0	1.0
7087	BP	GO:0030111	regulation of Wnt signaling pathway	146	1.0	1.0
7088	BP	GO:1902437	positive regulation of male mating behavior	1	1.0	1.0
7089	BP	GO:0090235	regulation of metaphase plate congression	5	1.0	1.0
7090	BP	GO:0031114	regulation of microtubule depolymerization	11	1.0	1.0
7091	BP	GO:2000855	regulation of mineralocorticoid secretion	1	1.0	1.0
7092	BP	GO:0007289	spermatid nucleus differentiation	5	1.0	1.0
7093	BP	GO:1900259	regulation of RNA-directed 5'-3' RNA polymerase activity	1	1.0	1.0
7094	BP	GO:0030581	symbiont intracellular protein transport in host	1	1.0	1.0
7095	BP	GO:0048386	positive regulation of retinoic acid receptor signaling pathway	3	1.0	1.0
7096	BP	GO:0010721	negative regulation of cell development	65	1.0	1.0
7097	BP	GO:0097053	L-kynurenine catabolic process	1	1.0	1.0
7098	BP	GO:0140056	organelle localization by membrane tethering	49	1.0	1.0
7099	BP	GO:1902624	positive regulation of neutrophil migration	11	1.0	1.0
7100	BP	GO:0048659	smooth muscle cell proliferation	4	1.0	1.0
7101	BP	GO:0090381	regulation of heart induction	1	1.0	1.0
7102	BP	GO:0010565	regulation of cellular ketone metabolic process	55	1.0	1.0
7103	BP	GO:0086070	SA node cell to atrial cardiac muscle cell communication	2	1.0	1.0
7104	BP	GO:1902630	regulation of membrane hyperpolarization	3	1.0	1.0
7105	BP	GO:0009313	oligosaccharide catabolic process	4	1.0	1.0
7106	BP	GO:0045069	regulation of viral genome replication	38	1.0	1.0
7107	BP	GO:0009311	oligosaccharide metabolic process	19	1.0	1.0
7108	BP	GO:1903286	regulation of potassium ion import	3	1.0	1.0
7109	BP	GO:0051895	negative regulation of focal adhesion assembly	6	1.0	1.0
7110	BP	GO:1905580	positive regulation of ERBB3 signaling pathway	1	1.0	1.0
7111	BP	GO:0044088	regulation of vacuole organization	28	1.0	1.0
7112	BP	GO:0032502	developmental process	2182	1.0	1.0
7113	BP	GO:0034204	lipid translocation	14	1.0	1.0
7114	BP	GO:0035967	cellular response to topologically incorrect protein	21	1.0	1.0
7115	BP	GO:0090315	negative regulation of protein targeting to membrane	3	1.0	1.0
7116	BP	GO:0042044	fluid transport	16	1.0	1.0
7117	BP	GO:0034203	glycolipid translocation	1	1.0	1.0
7118	BP	GO:1905152	positive regulation of voltage-gated sodium channel activity	1	1.0	1.0
7119	BP	GO:0019985	translesion synthesis	12	1.0	1.0
7120	BP	GO:0021522	spinal cord motor neuron differentiation	9	1.0	1.0
7121	BP	GO:2000276	negative regulation of oxidative phosphorylation uncoupler activity	1	1.0	1.0
7122	BP	GO:0060972	left/right pattern formation	5	1.0	1.0
7123	BP	GO:0034036	purine ribonucleoside bisphosphate biosynthetic process	3	1.0	1.0
7124	BP	GO:0046476	glycosylceramide biosynthetic process	1	1.0	1.0
7125	BP	GO:0071482	cellular response to light stimulus	50	1.0	1.0
7126	BP	GO:0042699	follicle-stimulating hormone signaling pathway	2	1.0	1.0
7127	BP	GO:0090049	regulation of cell migration involved in sprouting angiogenesis	21	1.0	1.0
7128	BP	GO:0002669	positive regulation of T cell anergy	3	1.0	1.0
7129	BP	GO:0031946	regulation of glucocorticoid biosynthetic process	3	1.0	1.0
7130	BP	GO:0061014	positive regulation of mRNA catabolic process	24	1.0	1.0
7131	BP	GO:0090557	establishment of endothelial intestinal barrier	7	1.0	1.0
7132	BP	GO:0031117	positive regulation of microtubule depolymerization	1	1.0	1.0
7133	BP	GO:1905512	regulation of short-term synaptic potentiation	1	1.0	1.0
7134	BP	GO:0110097	regulation of calcium import into the mitochondrion	1	1.0	1.0
7135	BP	GO:0070665	positive regulation of leukocyte proliferation	64	1.0	1.0
7136	BP	GO:0002820	negative regulation of adaptive immune response	23	1.0	1.0
7137	BP	GO:0070429	negative regulation of nucleotide-binding oligomerization domain containing 1 signaling pathway	1	1.0	1.0
7138	BP	GO:0002442	serotonin secretion involved in inflammatory response	2	1.0	1.0
7139	BP	GO:2000831	regulation of steroid hormone secretion	10	1.0	1.0
7140	BP	GO:1903071	positive regulation of ER-associated ubiquitin-dependent protein catabolic process	5	1.0	1.0
7141	BP	GO:0061042	vascular wound healing	4	1.0	1.0
7142	BP	GO:0055092	sterol homeostasis	36	1.0	1.0
7143	BP	GO:0001777	T cell homeostatic proliferation	1	1.0	1.0
7144	BP	GO:0042436	indole-containing compound catabolic process	6	1.0	1.0
7145	BP	GO:0120211	proacrosomal vesicle fusion	1	1.0	1.0
7146	BP	GO:0046629	gamma-delta T cell activation	4	1.0	1.0
7147	BP	GO:2000254	regulation of male germ cell proliferation	1	1.0	1.0
7148	BP	GO:0060317	cardiac epithelial to mesenchymal transition	14	1.0	1.0
7149	BP	GO:0060306	regulation of membrane repolarization	15	1.0	1.0
7150	BP	GO:2000353	positive regulation of endothelial cell apoptotic process	6	1.0	1.0
7151	BP	GO:0036115	fatty-acyl-CoA catabolic process	2	1.0	1.0
7152	BP	GO:0051208	sequestering of calcium ion	3	1.0	1.0
7153	BP	GO:0006624	vacuolar protein processing	1	1.0	1.0
7154	BP	GO:1904322	cellular response to forskolin	1	1.0	1.0
7155	BP	GO:0070227	lymphocyte apoptotic process	14	1.0	1.0
7156	BP	GO:0009225	nucleotide-sugar metabolic process	17	1.0	1.0
7157	BP	GO:1905838	regulation of telomeric D-loop disassembly	1	1.0	1.0
7158	BP	GO:0006090	pyruvate metabolic process	26	1.0	1.0
7159	BP	GO:0099623	regulation of cardiac muscle cell membrane repolarization	11	1.0	1.0
7160	BP	GO:0032848	negative regulation of cellular pH reduction	1	1.0	1.0
7161	BP	GO:0019858	cytosine metabolic process	2	1.0	1.0
7162	BP	GO:0010728	regulation of hydrogen peroxide biosynthetic process	5	1.0	1.0
7163	BP	GO:0110091	negative regulation of hippocampal neuron apoptotic process	1	1.0	1.0
7164	BP	GO:0016104	triterpenoid biosynthetic process	1	1.0	1.0
7165	BP	GO:1900112	regulation of histone H3-K9 trimethylation	4	1.0	1.0
7166	BP	GO:0071805	potassium ion transmembrane transport	56	1.0	1.0
7167	BP	GO:0019359	nicotinamide nucleotide biosynthetic process	11	1.0	1.0
7168	BP	GO:0009062	fatty acid catabolic process	28	1.0	1.0
7169	BP	GO:0043501	skeletal muscle adaptation	6	1.0	1.0
7170	BP	GO:1901355	response to rapamycin	1	1.0	1.0
7171	BP	GO:0042074	cell migration involved in gastrulation	3	1.0	1.0
7172	BP	GO:0031335	regulation of sulfur amino acid metabolic process	2	1.0	1.0
7173	BP	GO:0071869	response to catecholamine	18	1.0	1.0
7174	BP	GO:0140298	endocytic iron import into cell	1	1.0	1.0
7175	BP	GO:0045918	negative regulation of cytolysis	2	1.0	1.0
7176	BP	GO:0061157	mRNA destabilization	14	1.0	1.0
7177	BP	GO:2000816	negative regulation of mitotic sister chromatid separation	13	1.0	1.0
7178	BP	GO:0030104	water homeostasis	27	1.0	1.0
7179	BP	GO:0090267	positive regulation of mitotic cell cycle spindle assembly checkpoint	4	1.0	1.0
7180	BP	GO:0060816	random inactivation of X chromosome	1	1.0	1.0
7181	BP	GO:0031337	positive regulation of sulfur amino acid metabolic process	1	1.0	1.0
7182	BP	GO:0014862	regulation of skeletal muscle contraction by chemo-mechanical energy conversion	2	1.0	1.0
7183	BP	GO:0007187	G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger	14	1.0	1.0
7184	BP	GO:0022411	cellular component disassembly	126	1.0	1.0
7185	BP	GO:0035723	interleukin-15-mediated signaling pathway	2	1.0	1.0
7186	BP	GO:0031291	Ran protein signal transduction	1	1.0	1.0
7187	BP	GO:0050691	regulation of defense response to virus by host	17	1.0	1.0
7188	BP	GO:0002252	immune effector process	130	1.0	1.0
7189	BP	GO:1901655	cellular response to ketone	32	1.0	1.0
7190	BP	GO:0050675	regulation of urothelial cell proliferation	1	1.0	1.0
7191	BP	GO:0009439	cyanate metabolic process	1	1.0	1.0
7192	BP	GO:0032792	negative regulation of CREB transcription factor activity	3	1.0	1.0
7193	BP	GO:2000232	regulation of rRNA processing	4	1.0	1.0
7194	BP	GO:0071548	response to dexamethasone	15	1.0	1.0
7195	BP	GO:0110053	regulation of actin filament organization	114	1.0	1.0
7196	BP	GO:0032647	regulation of interferon-alpha production	8	1.0	1.0
7197	BP	GO:0060603	mammary gland duct morphogenesis	1	1.0	1.0
7198	BP	GO:0010771	negative regulation of cell morphogenesis involved in differentiation	9	1.0	1.0
7199	BP	GO:0010828	positive regulation of glucose transmembrane transport	27	1.0	1.0
7200	BP	GO:0006013	mannose metabolic process	3	1.0	1.0
7201	BP	GO:2000616	negative regulation of histone H3-K9 acetylation	1	1.0	1.0
7202	BP	GO:0060378	regulation of brood size	1	1.0	1.0
7203	BP	GO:0035722	interleukin-12-mediated signaling pathway	1	1.0	1.0
7204	BP	GO:0050651	dermatan sulfate proteoglycan biosynthetic process	2	1.0	1.0
7205	BP	GO:0071236	cellular response to antibiotic	5	1.0	1.0
7206	BP	GO:0071403	cellular response to high density lipoprotein particle stimulus	1	1.0	1.0
7207	BP	GO:1901622	positive regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning	1	1.0	1.0
7208	BP	GO:0032278	positive regulation of gonadotropin secretion	3	1.0	1.0
7209	BP	GO:0051276	chromosome organization	181	1.0	1.0
7210	BP	GO:0008283	cell population proliferation	185	1.0	1.0
7211	BP	GO:0048566	embryonic digestive tract development	7	1.0	1.0
